speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
31846,urn:lsid:nmbe.ch:spidersp:035479,Salticidae,Phidippus,octopunctatus,,G. W. Peckham & E. G. Peckham,1883,1,"USA, Mexico"
31849,urn:lsid:nmbe.ch:spidersp:039146,Salticidae,Phidippus,phoenix,,Edwards,2004,0,"USA, Mexico"
31851,urn:lsid:nmbe.ch:spidersp:039147,Salticidae,Phidippus,pompatus,,Edwards,2004,0,Mexico
31861,urn:lsid:nmbe.ch:spidersp:035495,Salticidae,Phidippus,texanus,,Banks,1906,0,"USA, Mexico"
31864,urn:lsid:nmbe.ch:spidersp:035496,Salticidae,Phidippus,toro,,Edwards,1978,0,"USA, Mexico"
31865,urn:lsid:nmbe.ch:spidersp:035500,Salticidae,Phidippus,tux,,Pinter,1970,0,"USA, Mexico"
31866,urn:lsid:nmbe.ch:spidersp:039150,Salticidae,Phidippus,tyrannus,,Edwards,2004,0,"USA, Mexico"
31867,urn:lsid:nmbe.ch:spidersp:035501,Salticidae,Phidippus,tyrrelli,,G. W. Peckham & E. G. Peckham,1901,0,"Canada, USA, Mexico"
31869,urn:lsid:nmbe.ch:spidersp:039152,Salticidae,Phidippus,venus,,Edwards,2004,0,Mexico
31875,urn:lsid:nmbe.ch:spidersp:039154,Salticidae,Phidippus,zethus,,Edwards,2004,0,Mexico
32041,urn:lsid:nmbe.ch:spidersp:035633,Salticidae,Platycryptus,californicus,,G. W. Peckham & E. G. Peckham,1888,1,"Canada, USA, Mexico"
32042,urn:lsid:nmbe.ch:spidersp:034473,Salticidae,Platycryptus,magnus,,G. W. Peckham & E. G. Peckham,1894,1,Mexico to Brazil
32092,urn:lsid:nmbe.ch:spidersp:035673,Salticidae,Plexippus,petersi,,Karsch,1878,1,"Asia. Introduced to Africa, Pacific is., Mexico"
32098,urn:lsid:nmbe.ch:spidersp:035679,Salticidae,Plexippus,seladonicus,,C. L. Koch,1846,0,Mexico
32101,urn:lsid:nmbe.ch:spidersp:035683,Salticidae,Plexippus,taeniatus,,C. L. Koch,1846,0,Mexico
32476,urn:lsid:nmbe.ch:spidersp:035997,Salticidae,Salticus,austinensis,,Gertsch,1936,0,"USA, Mexico, Central America"
32503,urn:lsid:nmbe.ch:spidersp:036023,Salticidae,Salticus,palpalis,,Banks,1904,1,"USA, Mexico"
32537,urn:lsid:nmbe.ch:spidersp:036066,Salticidae,Sarinda,cutleri,,Richman,1965,1,"USA, Mexico"
32550,urn:lsid:nmbe.ch:spidersp:036079,Salticidae,Sassacus,alboguttatus,,F. O. Pickard-Cambridge,1901,1,Mexico
32553,urn:lsid:nmbe.ch:spidersp:041666,Salticidae,Sassacus,aztecus,,Richman,2008,0,Mexico
32554,urn:lsid:nmbe.ch:spidersp:036082,Salticidae,Sassacus,barbipes,,G. W. Peckham & E. G. Peckham,1888,1,Mexico to Costa Rica
32562,urn:lsid:nmbe.ch:spidersp:041667,Salticidae,Sassacus,lirios,,Richman,2008,0,Mexico to Costa Rica
32564,urn:lsid:nmbe.ch:spidersp:036089,Salticidae,Sassacus,paiutus,,Gertsch,1934,1,"USA, Mexico"
32567,urn:lsid:nmbe.ch:spidersp:041665,Salticidae,Sassacus,samalayucae,,Richman,2008,0,Mexico
32588,urn:lsid:nmbe.ch:spidersp:036113,Salticidae,Semiopyla,cataphracta,,Simon,1901,0,Mexico to Argentina
32633,urn:lsid:nmbe.ch:spidersp:036143,Salticidae,Sidusa,nigrina,,F. O. Pickard-Cambridge,1901,0,Mexico
32718,urn:lsid:nmbe.ch:spidersp:036214,Salticidae,Attulus,cautus,,G. W. Peckham & E. G. Peckham,1888,1,Mexico
32721,urn:lsid:nmbe.ch:spidersp:036217,Salticidae,Attinella,concolor,,Banks,1895,1,"USA, Mexico"
32727,urn:lsid:nmbe.ch:spidersp:036223,Salticidae,Attinella,dorsata,,Banks,1895,1,"USA, Mexico"
32759,urn:lsid:nmbe.ch:spidersp:036254,Salticidae,Tomis,palpalis,,F. O. Pickard-Cambridge,1901,0,"Mexico, Paraguay, Argentina"
32763,urn:lsid:nmbe.ch:spidersp:036258,Salticidae,Mexigonus,peninsulanus,,Banks,1898,1,Mexico
32936,urn:lsid:nmbe.ch:spidersp:036381,Salticidae,Synageles,mexicanus,,Cutler,1988,0,"USA, Mexico"
32982,urn:lsid:nmbe.ch:spidersp:036421,Salticidae,Synemosyna,americana,,G. W. Peckham & E. G. Peckham,1885,1,Mexico to Venezuela
32986,urn:lsid:nmbe.ch:spidersp:036424,Salticidae,Synemosyna,decipiens,,O. Pickard-Cambridge,1896,1,"Mexico, Guatemala"
32987,urn:lsid:nmbe.ch:spidersp:036425,Salticidae,Sympolymnia,edwardsi,,Cutler,1985,1,Mexico to Costa Rica
32993,urn:lsid:nmbe.ch:spidersp:036431,Salticidae,Synemosyna,maddisoni,,Cutler,1985,0,"Mexico, Guatemala"
33145,urn:lsid:nmbe.ch:spidersp:039434,Salticidae,Colonus,hesperus,,Richman & Vetter,2004,1,"USA, Mexico"
33274,urn:lsid:nmbe.ch:spidersp:036639,Salticidae,Titanattus,saevus,,G. W. Peckham & E. G. Peckham,1885,0,"Mexico, Guatemala"
33574,urn:lsid:nmbe.ch:spidersp:036907,Salticidae,Zuniga,magna,,G. W. Peckham & E. G. Peckham,1892,0,"Mexico, Costa Rica to Brazil, Guyana, Peru, Argentina"
53320,urn:lsid:nmbe.ch:spidersp:046776,Salticidae,Lyssomanes,maddisoni,,Logunov,2014,0,Mexico
53323,urn:lsid:nmbe.ch:spidersp:046779,Salticidae,Lyssomanes,mexicanus,,Logunov,2014,0,Mexico
54294,urn:lsid:nmbe.ch:spidersp:047866,Salticidae,Maeota,setastrobilaris,,Garcilazo-Cruz & Álvarez-Padilla,2015,0,Mexico
55227,urn:lsid:nmbe.ch:spidersp:048810,Salticidae,Habronattus,arcalorus,,Maddison & Maddison,2016,0,"USA, Mexico?"
55440,urn:lsid:nmbe.ch:spidersp:049025,Salticidae,Habronattus,aestus,,Maddison,2017,0,Mexico
55441,urn:lsid:nmbe.ch:spidersp:049026,Salticidae,Habronattus,chamela,,Maddison,2017,0,Mexico
55442,urn:lsid:nmbe.ch:spidersp:049027,Salticidae,Habronattus,empyrus,,Maddison,2017,0,Mexico
55444,urn:lsid:nmbe.ch:spidersp:049029,Salticidae,Habronattus,roberti,,Maddison,2017,0,Mexico
56193,urn:lsid:nmbe.ch:spidersp:049809,Salticidae,Thiodina,perian,,Bustamante & Ruiz,2017,0,Mexico
57573,urn:lsid:nmbe.ch:spidersp:051283,Salticidae,Anicius,chiapanecus,,Guerrero-Fuentes & Francke,2019,0,Mexico
57574,urn:lsid:nmbe.ch:spidersp:051284,Salticidae,Anicius,cielito,,Guerrero-Fuentes & Francke,2019,0,Mexico
57575,urn:lsid:nmbe.ch:spidersp:051285,Salticidae,Anicius,faunus,,Guerrero-Fuentes & Francke,2019,0,Mexico
57576,urn:lsid:nmbe.ch:spidersp:051286,Salticidae,Anicius,grisae,,Guerrero-Fuentes & Francke,2019,0,Mexico
57577,urn:lsid:nmbe.ch:spidersp:051287,Salticidae,Anicius,maddisoni,,Guerrero-Fuentes & Francke,2019,0,Mexico
57792,urn:lsid:nmbe.ch:spidersp:051513,Salticidae,Amilaps,mayana,,Maddison,2019,0,"Mexico, Guatemala"
58340,urn:lsid:nmbe.ch:spidersp:052073,Salticidae,Lyssomanes,franckei,,Galvis,2020,0,Mexico
58516,urn:lsid:nmbe.ch:spidersp:052307,Salticidae,Phidippus,pacosauritus,,Edwards,2020,0,Mexico
59674,urn:lsid:nmbe.ch:spidersp:053502,Salticidae,Gypogyna,mexicana,,Ruiz & Bustamante,2021,0,Mexico
